Date,Map,Visitor/Neutral,PTS,Home/Neutral,PTS
21/8/15,inferno,Sweden,16,Denmark,12
21/8/15,cobblestone,mousesports,14,FlipSid3,16
21/8/15,mirage,Norway,8,Denmark,16
21/8/15,inferno,NiP,16,Renegades,5
21/8/15,mirage,Finland,14,Denmark,16
21/8/15,mirage,Renegades,16,Titan,9
21/8/15,cobblestone,"Natus Vincere",16,CLG,14
21/8/15,mirage,CLG,16,eBettle,14
21/8/15,dust2,Kinguin,16,Cloud9,13
21/8/15,dust2,Immunity,13,Kinguin,16
21/8/15,overpass,Method,10,Liquid,16
21/8/15,cache,Liquid,22,Method,19
21/8/15,inferno,LunatiK,16,Mythic,9
21/8/15,cache,Mythic,16,LunatiK,13
20/8/15,inferno,PENTA,8,E-frag.net,16
20/8/15,dust2,E-frag.net,12,PENTA,16
20/8/15,inferno,fnatic,16,"Natus Vincere",2
20/8/15,dust2,OverGaming,6,Reason,16
20/8/15,inferno,Reason,16,OverGaming,13
20/8/15,cobblestone,Virtus.pro,16,Cloud9,8
20/8/15,cobblestone,OverGaming,19,ESC,16
20/8/15,mirage,E-frag.net,14,dignitas,16
20/8/15,cache,dignitas,16,E-frag.net,13
20/8/15,overpass,"Natus Vincere",19,Titan,17
20/8/15,overpass,mousesports,10,Cloud9,16
20/8/15,mirage,fnatic,16,eBettle,2
20/8/15,cobblestone,Virtus.pro,16,Immunity,8
20/8/15,cobblestone,EnVyUs,19,Luminosity,16
20/8/15,mirage,Reason,19,OverGaming,17
20/8/15,overpass,Reason,16,OverGaming,6
20/8/15,inferno,INFINITY,11,dignitas,16
20/8/15,mirage,dignitas,16,INFINITY,0
20/8/15,cache,NiP,3,TSM,16
20/8/15,train,TSM,16,Renegades,11
20/8/15,overpass,Luminosity,16,Kinguin,6
20/8/15,dust2,NiP,16,CLG,13
20/8/15,inferno,EnVyUs,16,FlipSid3,3
20/8/15,cache,3sUP,16,"Maximum Effort",11
20/8/15,dust2,"Maximum Effort",10,3sUP,16
19/8/15,cobblestone,Teamless.gg,16,ESC,19
19/8/15,inferno,Property,10,PENTA,16
19/8/15,cache,PENTA,14,Property,16
19/8/15,inferno,OverGaming,16,Teamless.gg,12
19/8/15,cache,Teamless.gg,5,OverGaming,16
19/8/15,overpass,"CPH Wolves",16,E-frag.net,8
19/8/15,inferno,E-frag.net,16,"CPH Wolves",5
19/8/15,mirage,E-frag.net,16,"CPH Wolves",4
19/8/15,dust2,E-frag.net,5,"CPH Wolves",16
19/8/15,cache,"CPH Wolves",16,E-frag.net,13
19/8/15,inferno,dignitas,16,Phenomenon,5
19/8/15,cache,Phenomenon,13,dignitas,16
19/8/15,mirage,dignitas,16,Phenomenon,9
19/8/15,cache,volgare,9,Dobry&Gaming,16
19/8/15,mirage,volgare,14,Dobry&Gaming,16
19/8/15,inferno,Reason,16,ESC,8
19/8/15,mirage,ESC,16,Reason,9
19/8/15,dust2,ESC,2,Reason,16
19/8/15,cache,"Maximum Effort",16,SKDC,10
19/8/15,dust2,SKDC,9,"Maximum Effort",16
19/8/15,cache,Liquid,16,Enemy,8
19/8/15,dust2,Enemy,9,Liquid,16
19/8/15,inferno,Enemy,16,3sUP,10
19/8/15,dust2,Enemy,14,3sUP,16
18/8/15,overpass,Torpedo,15,k1ck,21
18/8/15,mirage,k1ck,16,Torpedo,4
18/8/15,cache,INFINITY,4,Dobry&Gaming,16
18/8/15,mirage,Dobry&Gaming,9,INFINITY,16
18/8/15,cobblestone,Dobry&Gaming,13,Phenomenon,16
18/8/15,dust2,Phenomenon,16,Dobry&Gaming,13
18/8/15,mirage,Phenomenon,8,Dobry&Gaming,16
18/8/15,mirage,k1ck,16,"Games4u fe",4
18/8/15,cache,Reason,10,Dobry&Gaming,16
18/8/15,overpass,PENTA,14,SK,16
18/8/15,dust2,PENTA,16,SK,13
18/8/15,train,PENTA,3,SK,16
18/8/15,inferno,PENTA,13,SK,16
18/8/15,inferno,k1ck,16,GamePub,3
18/8/15,dust2,"London C",6,Phenomenon,16
18/8/15,inferno,Conquest,19,Mortality,16
18/8/15,cache,Mortality,26,Conquest,28
18/8/15,cobblestone,Adaptation,13,Swarm,16
18/8/15,dust2,Adaptation,11,Swarm,16
18/8/15,mirage,Adaptation,16,Swarm,4
18/8/15,overpass,Liquid,16,Enemy,2
18/8/15,cache,Enemy,8,Liquid,16
17/8/15,dust2,CSGOCasino.net,16,fish123,7
17/8/15,cache,"Games4u fe",6,Torpedo,16
17/8/15,mirage,"Games4u fe",5,Torpedo,16
17/8/15,overpass,Choke,16,Infused,8
17/8/15,mirage,"Playing Ducks",14,k1ck,16
17/8/15,inferno,"Playing Ducks",17,k1ck,19
17/8/15,dust2,E-frag.net,16,KILLERFISH,11
17/8/15,cache,E-frag.net,16,KILLERFISH,14
17/8/15,overpass,"LDLC White",13,"CPH Wolves",16
17/8/15,inferno,"CPH Wolves",16,"LDLC White",12
17/8/15,cache,fm-eSports,16,GLG,2
17/8/15,mirage,Torpedo,16,k1ck,11
17/8/15,cobblestone,Torpedo,7,k1ck,16
17/8/15,cache,k1ck,5,Torpedo,16
17/8/15,mirage,dignitas,16,OverGaming,12
17/8/15,cache,OverGaming,4,dignitas,16
17/8/15,cache,"United Estonia",16,CeX,12
17/8/15,dust2,E-frag.net,16,uX,4
17/8/15,cache,uX,10,E-frag.net,16
17/8/15,cache,Publiclir.se,13,OverGaming,16
17/8/15,cobblestone,SK,16,Phenomenon,9
17/8/15,mirage,Phenomenon,7,SK,16
17/8/15,cache,SK,14,Phenomenon,16
17/8/15,mirage,dignitas,16,Aposis,5
17/8/15,cache,Aftermatch,14,PENTA,16
17/8/15,inferno,Aftermatch,11,PENTA,16
17/8/15,dust2,"Games4u fe",16,GamePub,14
17/8/15,mirage,"Games4u fe",16,GamePub,7
17/8/15,cache,"Games4u fe",9,GamePub,16
17/8/15,cache,3sUP,4,LunatiK,16
17/8/15,overpass,LunatiK,16,3sUP,5
17/8/15,inferno,"Maximum Effort",10,Conquest,16
17/8/15,cache,Conquest,11,"Maximum Effort",16
16/8/15,mirage,Aperture,16,Veneration,2
16/8/15,inferno,Aperture,16,Veneration,6
16/8/15,overpass,dignitas,16,E-frag.net,10
16/8/15,inferno,E-frag.net,12,dignitas,16
16/8/15,dust2,"Games4u fe",22,"Acer fe",20
16/8/15,inferno,"Games4u fe",13,"Acer fe",16
16/8/15,cache,"Games4u fe",16,"Acer fe",3
16/8/15,cache,"LGB fe",13,"Acer fe",16
16/8/15,dust2,"Acer fe",12,"LGB fe",16
16/8/15,inferno,"Acer fe",22,"LGB fe",18
16/8/15,inferno,"CM Storm",17,"LGB fe",19
16/8/15,mirage,"CM Storm",16,"LGB fe",10
16/8/15,cobblestone,"CM Storm",9,"LGB fe",16
14/8/15,mirage,Sweden,16,Norway,8
14/8/15,inferno,Sweden,16,Denmark,7
14/8/15,cache,Sweden,16,Finland,8
14/8/15,mirage,volgare,8,E-frag.net,16
14/8/15,cache,E-frag.net,16,volgare,10
14/8/15,cobblestone,Dobry&Gaming,6,dignitas,16
14/8/15,overpass,dignitas,16,Dobry&Gaming,10
14/8/15,mirage,Dobry&Gaming,16,dignitas,5
14/8/15,cache,dignitas,10,Dobry&Gaming,16
14/8/15,dust2,Dobry&Gaming,10,dignitas,16
14/8/15,dust2,Ireland,16,Greece,14
14/8/15,cobblestone,Greece,5,Ireland,16
14/8/15,cobblestone,"South Africa",6,Libya,16
14/8/15,dust2,"South Africa",1,Algeria,16
14/8/15,dust2,Morocco,16,"South Africa",2
